anger,fear,joy,sadness,analytical,confident,tentative,negative,positive,rotx,roty,rotz,width,length,height,hue,lightness,opacity,gloss
0,0,1,0,0,1,0,0,1,242,190,208,22,62,28,162,70,47,1
1,0,0,1,0,0,1,0,0,21,134,148,32,50,11,126,73,12,0
0,1,0,0,1,0,0,1,0,322,313,344,30,96,20,75,79,62,1
0,0,1,0,0,1,0,0,1,279,92,270,1,74,48,195,91,93,0
1,0,0,1,0,0,1,0,0,43,294,12,54,71,18,231,67,38,1
0,1,0,0,1,0,0,1,0,259,249,114,98,52,77,68,69,0,0
0,0,1,0,0,1,0,0,1,345,178,302,53,75,50,73,77,30,0
1,0,0,1,0,0,1,0,0,257,119,276,1,22,30,224,90,4,1
0,1,0,0,1,0,0,1,0,122,2,275,60,20,68,90,98,50,0
0,0,1,0,0,1,0,0,1,344,46,348,96,25,64,102,97,62,1
1,0,0,1,0,0,1,0,0,351,132,63,31,28,33,72,64,83,1
0,1,0,0,1,0,0,1,0,222,273,133,48,69,4,29,84,34,0
0,0,1,0,0,1,0,0,1,17,246,63,64,98,80,119,78,20,1
1,0,0,1,0,0,1,0,0,160,126,168,14,71,25,192,85,63,1
0,1,0,0,1,0,0,1,0,23,225,345,47,73,55,47,93,38,0
0,0,1,0,0,1,0,0,1,231,57,17,32,40,3,246,64,0,1
1,0,0,1,0,0,1,0,0,237,219,16,99,35,34,37,61,63,0
0,1,0,0,1,0,0,1,0,290,11,17,28,13,45,154,70,27,1
0,0,1,0,0,1,0,0,1,72,10,327,79,82,49,229,73,66,0
1,0,0,1,0,0,1,0,0,270,4,262,45,7,68,22,83,83,1
0,1,0,0,1,0,0,1,0,189,360,248,92,1,81,64,87,48,1
0,0,1,0,0,1,0,0,1,72,43,284,28,98,7,155,85,7,1
1,0,0,1,0,0,1,0,0,201,211,281,53,68,23,174,75,89,0
0,1,0,0,1,0,0,1,0,111,296,120,56,89,18,212,68,40,1
0,0,1,0,0,1,0,0,1,152,208,242,79,73,88,22,99,23,0
1,0,0,1,0,0,1,0,0,35,38,185,88,76,69,163,70,61,1
0,1,0,0,1,0,0,1,0,105,208,346,64,32,7,133,64,75,1
0,0,1,0,0,1,0,0,1,334,286,14,66,43,88,51,70,23,0
1,0,0,1,0,0,1,0,0,124,28,147,24,57,45,228,55,54,1
0,1,0,0,1,0,0,1,0,33,200,197,34,15,50,157,81,24,0
0,0,1,0,0,1,0,0,1,136,98,63,50,41,81,195,60,86,1
1,0,0,1,0,0,1,0,0,27,307,193,67,8,77,12,56,26,1
0,1,0,0,1,0,0,1,0,53,189,330,54,19,74,14,73,43,0
0,0,1,0,0,1,0,0,1,313,289,281,15,13,7,50,83,3,1
1,0,0,1,0,0,1,0,0,250,262,229,23,86,42,31,100,93,1
0,1,0,0,1,0,0,1,0,138,23,11,47,77,55,14,97,69,0
0,0,1,0,0,1,0,0,1,192,109,52,15,18,12,228,93,89,0
1,0,0,1,0,0,1,0,0,68,257,263,8,76,62,200,76,38,0
0,1,0,0,1,0,0,1,0,126,196,315,58,8,63,170,60,31,0
0,0,1,0,0,1,0,0,1,138,165,324,60,34,50,24,80,57,0
1,0,0,1,0,0,1,0,0,184,229,198,92,35,97,230,86,87,1
0,1,0,0,1,0,0,1,0,284,144,286,77,72,20,183,50,16,0
0,0,1,0,0,1,0,0,1,33,122,133,94,85,58,82,55,26,1
1,0,0,1,0,0,1,0,0,215,219,41,1,66,73,85,92,66,0
0,1,0,0,1,0,0,1,0,333,159,331,58,98,21,215,66,94,1
0,0,1,0,0,1,0,0,1,271,27,310,79,5,71,245,80,10,1
1,0,0,1,0,0,1,0,0,205,354,96,29,13,58,122,65,10,1
0,1,0,0,1,0,0,1,0,178,255,203,46,81,69,36,63,29,0
0,0,1,0,0,1,0,0,1,174,20,46,3,93,26,87,63,59,0
1,0,0,1,0,0,1,0,0,264,199,337,86,93,46,231,62,22,1
0,1,0,0,1,0,0,1,0,224,120,241,8,18,56,105,74,54,1
0,0,1,0,0,1,0,0,1,317,192,151,53,43,31,137,90,15,1
1,0,0,1,0,0,1,0,0,168,166,70,52,9,94,105,55,55,1
0,1,0,0,1,0,0,1,0,293,160,29,41,67,92,3,87,6,0
0,0,1,0,0,1,0,0,1,333,135,200,71,42,19,149,52,39,0
1,0,0,1,0,0,1,0,0,237,104,183,91,35,75,98,52,76,0
0,1,0,0,1,0,0,1,0,202,328,279,33,90,59,18,86,83,0
0,0,1,0,0,1,0,0,1,175,321,113,50,9,39,75,80,26,0
1,0,0,1,0,0,1,0,0,328,25,275,1,1,29,107,59,65,1
0,1,0,0,1,0,0,1,0,279,147,176,20,9,46,247,81,29,1
0,0,1,0,0,1,0,0,1,88,331,177,75,33,0,40,56,69,0
1,0,0,1,0,0,1,0,0,169,113,218,95,69,68,95,85,60,0
0,1,0,0,1,0,0,1,0,205,93,147,14,94,31,174,78,66,1
0,0,1,0,0,1,0,0,1,116,93,92,45,69,53,10,82,36,1
1,0,0,1,0,0,1,0,0,250,215,168,52,68,49,140,94,44,0
0,1,0,0,1,0,0,1,0,181,330,72,82,71,11,50,72,51,0
0,0,1,0,0,1,0,0,1,170,74,304,83,33,91,148,91,64,0
1,0,0,1,0,0,1,0,0,187,15,239,68,77,2,133,64,83,1
0,1,0,0,1,0,0,1,0,204,58,322,47,5,84,68,95,76,0
0,0,1,0,0,1,0,0,1,151,225,319,23,46,98,202,95,34,0
1,0,0,1,0,0,1,0,0,150,50,176,84,91,78,102,58,74,0
0,1,0,0,1,0,0,1,0,73,158,12,67,16,49,64,53,52,1
0,0,1,0,0,1,0,0,1,304,119,359,30,96,80,85,94,25,0
1,0,0,1,0,0,1,0,0,331,221,215,52,64,99,170,55,23,0
0,1,0,0,1,0,0,1,0,53,96,299,9,81,25,237,88,37,1
0,0,1,0,0,1,0,0,1,13,69,180,2,85,20,87,70,19,0
1,0,0,1,0,0,1,0,0,192,350,112,35,31,57,202,81,21,0
0,1,0,0,1,0,0,1,0,197,341,46,47,39,48,183,82,76,0
0,0,1,0,0,1,0,0,1,355,105,197,20,16,33,208,57,37,1
1,0,0,1,0,0,1,0,0,142,114,114,49,9,42,117,64,37,1
0,1,0,0,1,0,0,1,0,110,16,31,89,77,40,27,58,56,0
0,0,1,0,0,1,0,0,1,78,193,56,94,24,90,86,90,75,0
1,0,0,1,0,0,1,0,0,183,150,349,70,23,79,215,73,89,1
0,1,0,0,1,0,0,1,0,79,255,262,72,16,27,105,76,26,1
0,0,1,0,0,1,0,0,1,343,132,223,58,72,45,250,77,74,1
1,0,0,1,0,0,1,0,0,215,151,6,30,61,35,165,52,89,1
0,1,0,0,1,0,0,1,0,70,62,332,64,0,71,79,100,12,0
0,0,1,0,0,1,0,0,1,291,223,324,1,48,41,22,80,87,0
1,0,0,1,0,0,1,0,0,71,56,123,58,6,25,157,93,68,0
0,1,0,0,1,0,0,1,0,90,92,354,76,99,60,68,68,59,0
0,0,1,0,0,1,0,0,1,180,52,285,33,67,14,182,94,11,0
1,0,0,1,0,0,1,0,0,169,324,206,98,84,100,138,51,91,0
0,1,0,0,1,0,0,1,0,197,257,336,77,70,98,196,98,99,0
0,0,1,0,0,1,0,0,1,95,19,268,15,26,88,69,76,94,0
1,0,0,1,0,0,1,0,0,341,325,222,2,0,89,170,65,72,0
0,1,0,0,1,0,0,1,0,230,347,356,66,38,14,137,83,91,0
0,0,1,0,0,1,0,0,1,261,285,1,78,80,78,46,88,10,0
1,0,0,1,0,0,1,0,0,183,164,357,2,74,12,27,56,93,1
0,1,0,0,1,0,0,1,0,256,330,63,64,12,94,37,66,54,0
0,0,1,0,0,1,0,0,1,272,37,174,65,59,32,117,76,89,1
1,0,0,1,0,0,1,0,0,282,123,232,86,88,2,132,80,62,0
0,1,0,0,1,0,0,1,0,74,69,258,7,67,59,90,51,44,1
0,0,1,0,0,1,0,0,1,191,129,133,36,52,50,71,99,20,0
1,0,0,1,0,0,1,0,0,228,71,324,41,52,60,208,70,96,1
0,1,0,0,1,0,0,1,0,58,168,269,28,28,39,155,76,80,1
0,0,1,0,0,1,0,0,1,310,19,315,16,93,15,63,53,72,1
1,0,0,1,0,0,1,0,0,11,337,201,80,35,84,78,88,66,0
0,1,0,0,1,0,0,1,0,239,286,210,23,77,18,226,94,85,1
0,0,1,0,0,1,0,0,1,280,103,23,28,100,89,149,80,24,0
1,0,0,1,0,0,1,0,0,301,92,209,42,81,34,155,83,2,1
0,1,0,0,1,0,0,1,0,89,280,111,23,78,26,218,66,47,1
0,0,1,0,0,1,0,0,1,125,129,136,59,72,0,90,80,14,0
1,0,0,1,0,0,1,0,0,247,123,328,87,40,80,134,59,61,1
0,1,0,0,1,0,0,1,0,46,50,316,8,22,89,209,59,25,1
0,0,1,0,0,1,0,0,1,223,219,188,2,6,93,85,50,77,1
1,0,0,1,0,0,1,0,0,61,239,133,92,25,54,198,77,36,0
0,1,0,0,1,0,0,1,0,46,341,256,20,49,85,76,91,42,1
0,0,1,0,0,1,0,0,1,319,24,138,15,74,51,12,67,20,0
1,0,0,1,0,0,1,0,0,286,351,48,97,83,82,19,74,95,1
0,1,0,0,1,0,0,1,0,251,135,232,46,32,49,209,75,80,1
0,0,1,0,0,1,0,0,1,147,188,340,26,79,14,144,74,82,1
1,0,0,1,0,0,1,0,0,89,213,320,51,42,80,149,84,97,0
0,1,0,0,1,0,0,1,0,145,133,127,52,67,59,240,78,13,1
0,0,1,0,0,1,0,0,1,56,194,172,70,11,27,50,87,26,0
1,0,0,1,0,0,1,0,0,222,243,217,45,60,82,114,79,87,1
0,1,0,0,1,0,0,1,0,33,128,1,44,93,31,149,87,58,0
0,0,1,0,0,1,0,0,1,86,189,343,77,72,22,1,95,54,1
1,0,0,1,0,0,1,0,0,170,324,231,40,64,62,238,78,2,0
0,1,0,0,1,0,0,1,0,116,15,341,13,25,41,222,75,50,1
0,0,1,0,0,1,0,0,1,308,239,199,22,82,23,45,68,82,0
1,0,0,1,0,0,1,0,0,203,316,88,56,42,85,162,96,57,1
0,1,0,0,1,0,0,1,0,310,21,204,88,58,20,118,67,84,1
0,0,1,0,0,1,0,0,1,27,234,54,43,68,5,85,57,48,0
1,0,0,1,0,0,1,0,0,195,101,81,92,60,93,199,70,41,0
0,1,0,0,1,0,0,1,0,250,203,54,13,77,14,62,56,32,0
0,0,1,0,0,1,0,0,1,225,340,43,64,12,9,168,96,57,0
1,0,0,1,0,0,1,0,0,5,176,212,80,89,52,223,75,88,1
0,1,0,0,1,0,0,1,0,198,348,163,87,91,89,64,79,53,0
0,0,1,0,0,1,0,0,1,263,307,96,97,38,63,35,72,21,1
1,0,0,1,0,0,1,0,0,284,171,220,58,71,54,117,51,44,0
0,1,0,0,1,0,0,1,0,355,196,157,34,9,9,246,53,93,1
0,0,1,0,0,1,0,0,1,154,8,22,79,72,97,21,50,50,1
1,0,0,1,0,0,1,0,0,360,3,349,30,63,41,34,51,20,0
0,1,0,0,1,0,0,1,0,173,64,190,76,79,6,61,83,29,1
0,0,1,0,0,1,0,0,1,100,149,293,52,74,94,80,56,7,1
1,0,0,1,0,0,1,0,0,82,186,194,36,63,50,101,52,42,1
0,1,0,0,1,0,0,1,0,285,0,95,100,85,43,255,83,78,0
0,0,1,0,0,1,0,0,1,297,6,55,6,98,53,100,88,71,0
1,0,0,1,0,0,1,0,0,176,287,4,25,92,32,8,82,78,1
0,1,0,0,1,0,0,1,0,129,296,60,66,91,26,252,58,72,1
0,0,1,0,0,1,0,0,1,360,135,240,66,69,51,130,52,84,0
1,0,0,1,0,0,1,0,0,79,32,304,34,8,85,247,78,90,1
0,1,0,0,1,0,0,1,0,27,0,14,91,97,86,235,61,2,1
0,0,1,0,0,1,0,0,1,53,320,115,27,23,39,245,57,78,0
1,0,0,1,0,0,1,0,0,216,284,110,52,91,49,105,100,68,1
0,1,0,0,1,0,0,1,0,173,227,121,96,36,99,74,75,53,0
0,0,1,0,0,1,0,0,1,328,201,185,100,10,90,171,99,51,0
1,0,0,1,0,0,1,0,0,161,356,182,74,72,27,216,97,71,0
0,1,0,0,1,0,0,1,0,95,180,144,21,93,14,190,68,45,0
0,0,1,0,0,1,0,0,1,92,111,287,61,28,11,165,50,72,1
1,0,0,1,0,0,1,0,0,151,218,301,52,84,36,67,54,16,1
0,1,0,0,1,0,0,1,0,246,209,205,48,50,53,34,99,94,1
0,0,1,0,0,1,0,0,1,353,12,135,99,38,21,196,74,82,1
1,0,0,1,0,0,1,0,0,218,40,266,71,95,20,12,61,19,1
0,1,0,0,1,0,0,1,0,6,212,252,90,16,89,36,65,85,0
0,0,1,0,0,1,0,0,1,270,287,207,79,99,51,98,71,70,0
1,0,0,1,0,0,1,0,0,111,301,91,67,15,100,46,92,25,1
0,1,0,0,1,0,0,1,0,123,304,54,88,96,75,32,78,75,0
0,0,1,0,0,1,0,0,1,50,50,95,83,98,87,176,86,36,0
1,0,0,1,0,0,1,0,0,332,53,180,16,98,44,232,58,41,1
0,1,0,0,1,0,0,1,0,265,213,133,46,34,68,127,55,90,0
0,0,1,0,0,1,0,0,1,342,323,119,89,100,13,209,55,61,1
1,0,0,1,0,0,1,0,0,200,242,253,77,25,88,0,91,23,1
0,1,0,0,1,0,0,1,0,318,89,306,2,96,61,13,87,22,1
0,0,1,0,0,1,0,0,1,236,44,9,68,56,21,31,59,79,0
1,0,0,1,0,0,1,0,0,203,20,353,7,28,90,105,88,22,0
0,1,0,0,1,0,0,1,0,227,167,129,17,76,96,88,72,24,0
0,0,1,0,0,1,0,0,1,190,264,243,84,37,7,189,56,90,1
1,0,0,1,0,0,1,0,0,242,206,234,84,94,31,36,91,53,0
0,1,0,0,1,0,0,1,0,144,0,37,5,95,6,6,85,42,1
0,0,1,0,0,1,0,0,1,291,121,232,75,28,41,86,88,50,0
1,0,0,1,0,0,1,0,0,298,42,101,72,80,17,207,67,26,1
0,1,0,0,1,0,0,1,0,120,216,240,25,69,40,253,55,13,0
0,0,1,0,0,1,0,0,1,200,197,32,86,15,11,40,87,38,1
1,0,0,1,0,0,1,0,0,354,76,149,19,78,34,170,59,68,0
0,1,0,0,1,0,0,1,0,210,356,45,99,38,31,29,96,95,1
0,0,1,0,0,1,0,0,1,281,315,248,94,18,14,191,56,63,1
1,0,0,1,0,0,1,0,0,301,343,58,51,91,13,99,77,38,0
0,1,0,0,1,0,0,1,0,83,338,318,90,63,96,34,90,91,1
0,0,1,0,0,1,0,0,1,88,292,351,39,38,49,6,75,31,0
1,0,0,1,0,0,1,0,0,227,33,204,46,37,2,90,79,9,1
0,1,0,0,1,0,0,1,0,197,116,15,92,28,41,160,71,29,1
0,0,1,0,0,1,0,0,1,65,256,33,5,71,55,228,52,30,0
1,0,0,1,0,0,1,0,0,101,216,158,59,50,100,70,96,57,1
0,1,0,0,1,0,0,1,0,24,356,196,27,93,21,10,99,66,0
0,0,1,0,0,1,0,0,1,301,225,117,92,55,29,155,70,39,0
1,0,0,1,0,0,1,0,0,144,151,178,53,25,31,239,52,12,1
0,1,0,0,1,0,0,1,0,311,327,148,71,52,52,119,81,11,0
0,0,1,0,0,1,0,0,1,68,221,360,91,32,54,228,52,60,1
1,0,0,1,0,0,1,0,0,44,339,156,49,86,65,93,72,81,1
0,1,0,0,1,0,0,1,0,73,342,186,37,3,69,122,87,20,0
0,0,1,0,0,1,0,0,1,240,307,271,46,58,42,203,87,12,0
1,0,0,1,0,0,1,0,0,271,115,85,38,33,1,2,69,85,1
0,1,0,0,1,0,0,1,0,276,134,209,73,49,73,172,100,3,0
0,0,1,0,0,1,0,0,1,298,97,306,91,47,68,56,99,98,1
1,0,0,1,0,0,1,0,0,251,156,290,46,16,5,169,57,12,0
0,1,0,0,1,0,0,1,0,273,102,165,64,32,69,137,71,99,1
0,0,1,0,0,1,0,0,1,287,159,131,26,47,68,44,52,10,0
1,0,0,1,0,0,1,0,0,72,265,295,62,46,11,104,83,12,0
0,1,0,0,1,0,0,1,0,322,344,346,37,28,77,219,86,23,1
0,0,1,0,0,1,0,0,1,265,197,81,19,31,9,186,98,50,1
1,0,0,1,0,0,1,0,0,338,309,312,100,48,73,250,54,42,0
0,1,0,0,1,0,0,1,0,128,181,114,55,78,80,74,56,85,1
0,0,1,0,0,1,0,0,1,77,78,183,36,12,78,24,97,10,1
1,0,0,1,0,0,1,0,0,79,278,254,36,18,74,81,75,95,0
0,1,0,0,1,0,0,1,0,274,115,101,20,33,11,51,78,31,0
0,0,1,0,0,1,0,0,1,59,187,304,48,100,12,214,57,96,1
1,0,0,1,0,0,1,0,0,209,23,203,15,57,94,73,72,62,1
0,1,0,0,1,0,0,1,0,226,253,210,97,94,16,172,59,84,1
0,0,1,0,0,1,0,0,1,306,160,23,81,11,55,155,68,84,0
1,0,0,1,0,0,1,0,0,84,258,166,35,28,74,134,81,13,1
0,1,0,0,1,0,0,1,0,245,328,185,43,34,61,249,94,25,1
0,0,1,0,0,1,0,0,1,253,198,260,16,7,57,178,81,21,1
1,0,0,1,0,0,1,0,0,159,296,218,87,88,67,35,74,10,0
0,1,0,0,1,0,0,1,0,249,177,359,47,1,99,144,67,28,0
0,0,1,0,0,1,0,0,1,111,94,342,43,100,71,204,83,3,1
1,0,0,1,0,0,1,0,0,256,360,208,44,75,28,210,65,17,0
0,1,0,0,1,0,0,1,0,275,41,68,52,84,78,140,54,43,0
0,0,1,0,0,1,0,0,1,25,177,115,47,72,45,76,76,22,1
1,0,0,1,0,0,1,0,0,97,177,168,21,75,69,148,54,77,0
0,1,0,0,1,0,0,1,0,302,214,338,28,72,2,97,88,42,1
0,0,1,0,0,1,0,0,1,254,104,295,26,43,29,227,93,54,0
1,0,0,1,0,0,1,0,0,273,342,140,61,76,70,57,84,16,1
0,1,0,0,1,0,0,1,0,112,312,8,66,38,28,1,98,71,1
0,0,1,0,0,1,0,0,1,212,225,255,52,40,9,64,100,25,0
1,0,0,1,0,0,1,0,0,26,72,37,60,42,22,180,93,85,1
0,1,0,0,1,0,0,1,0,75,262,200,28,14,4,243,92,68,0
0,0,1,0,0,1,0,0,1,278,128,284,15,36,80,97,78,86,1
1,0,0,1,0,0,1,0,0,195,145,143,36,58,74,235,50,54,0
0,1,0,0,1,0,0,1,0,299,150,343,54,60,81,60,83,22,1
0,0,1,0,0,1,0,0,1,240,14,282,15,7,47,60,52,60,1
1,0,0,1,0,0,1,0,0,326,311,191,56,7,47,11,91,100,1
0,1,0,0,1,0,0,1,0,176,12,163,46,18,13,26,59,5,1
0,0,1,0,0,1,0,0,1,79,159,118,61,21,36,226,89,73,0
1,0,0,1,0,0,1,0,0,114,253,218,20,80,46,145,82,86,1
0,1,0,0,1,0,0,1,0,306,108,269,85,1,2,124,63,54,1
0,0,1,0,0,1,0,0,1,315,164,261,34,15,49,144,70,88,1
1,0,0,1,0,0,1,0,0,219,204,232,68,31,57,71,78,66,1
0,1,0,0,1,0,0,1,0,182,136,9,64,48,89,222,52,24,1
0,0,1,0,0,1,0,0,1,81,131,158,9,4,24,0,94,17,0
1,0,0,1,0,0,1,0,0,138,140,96,46,24,57,12,53,54,1
0,1,0,0,1,0,0,1,0,54,55,252,72,82,82,60,99,32,0
0,0,1,0,0,1,0,0,1,66,318,51,5,57,96,121,62,100,0
1,0,0,1,0,0,1,0,0,101,4,232,98,94,3,26,85,71,0
0,1,0,0,1,0,0,1,0,288,158,29,9,92,82,49,77,68,1
0,0,1,0,0,1,0,0,1,78,190,67,29,82,40,189,97,52,0
1,0,0,1,0,0,1,0,0,305,54,332,70,66,2,3,87,33,0
0,1,0,0,1,0,0,1,0,104,112,79,65,33,33,105,84,54,0
0,0,1,0,0,1,0,0,1,152,84,212,12,56,6,174,72,86,0
1,0,0,1,0,0,1,0,0,195,185,350,89,5,48,191,50,70,0
0,1,0,0,1,0,0,1,0,354,293,152,24,22,47,184,62,46,0
0,0,1,0,0,1,0,0,1,220,309,147,15,7,39,2,58,32,1
1,0,0,1,0,0,1,0,0,347,321,167,11,50,28,83,70,61,1
0,1,0,0,1,0,0,1,0,245,143,86,10,17,86,107,64,100,1
0,0,1,0,0,1,0,0,1,174,244,280,34,9,17,118,61,90,1
1,0,0,1,0,0,1,0,0,174,320,344,15,74,8,133,63,17,0
0,1,0,0,1,0,0,1,0,131,207,302,16,16,57,111,78,28,1
0,0,1,0,0,1,0,0,1,102,83,228,29,37,14,197,95,31,0
1,0,0,1,0,0,1,0,0,202,228,134,96,37,10,242,96,83,0
0,1,0,0,1,0,0,1,0,34,32,106,100,83,44,75,60,77,1
0,0,1,0,0,1,0,0,1,281,37,9,11,15,82,114,62,76,0
1,0,0,1,0,0,1,0,0,17,155,55,57,84,52,87,64,57,1
0,1,0,0,1,0,0,1,0,159,206,13,81,46,84,200,76,75,0
0,0,1,0,0,1,0,0,1,347,124,196,5,69,79,31,53,24,0
1,0,0,1,0,0,1,0,0,355,320,277,32,92,11,249,97,80,1
0,1,0,0,1,0,0,1,0,348,47,184,97,89,86,194,90,91,0
0,0,1,0,0,1,0,0,1,180,1,168,14,57,1,92,88,89,1
1,0,0,1,0,0,1,0,0,344,285,161,13,70,3,216,60,69,0
0,1,0,0,1,0,0,1,0,159,150,99,35,74,86,54,75,100,0
0,0,1,0,0,1,0,0,1,247,16,14,3,44,3,103,54,81,1
1,0,0,1,0,0,1,0,0,212,343,273,7,90,13,45,83,78,1
0,1,0,0,1,0,0,1,0,209,72,170,55,70,16,32,71,44,1
0,0,1,0,0,1,0,0,1,232,279,210,37,96,9,41,88,93,1
1,0,0,1,0,0,1,0,0,125,154,343,63,93,34,148,65,94,1
0,1,0,0,1,0,0,1,0,341,188,275,8,28,38,210,69,75,1
0,0,1,0,0,1,0,0,1,88,40,204,3,91,0,79,85,77,1
1,0,0,1,0,0,1,0,0,239,87,122,90,53,36,75,65,75,0
0,1,0,0,1,0,0,1,0,89,127,26,7,97,81,147,89,12,0
0,0,1,0,0,1,0,0,1,189,135,300,75,38,99,202,66,53,1
1,0,0,1,0,0,1,0,0,122,1,321,53,89,80,40,61,14,0
0,1,0,0,1,0,0,1,0,170,96,240,77,65,52,5,88,52,1
0,0,1,0,0,1,0,0,1,22,240,220,4,74,12,45,54,13,1
1,0,0,1,0,0,1,0,0,189,318,239,53,54,57,39,75,66,1
0,1,0,0,1,0,0,1,0,322,249,330,76,3,0,134,71,40,1
0,0,1,0,0,1,0,0,1,93,158,236,17,71,81,221,87,45,0
1,0,0,1,0,0,1,0,0,75,311,225,1,80,80,240,97,52,0
0,1,0,0,1,0,0,1,0,231,140,85,69,69,41,112,51,21,0
0,0,1,0,0,1,0,0,1,170,53,360,100,39,56,227,93,31,1
1,0,0,1,0,0,1,0,0,330,5,327,9,61,18,78,93,39,0
0,1,0,0,1,0,0,1,0,6,240,73,55,58,34,102,73,79,0
0,0,1,0,0,1,0,0,1,301,142,73,8,45,43,64,52,27,1
1,0,0,1,0,0,1,0,0,257,100,134,6,19,39,171,85,19,0
0,1,0,0,1,0,0,1,0,311,339,270,69,51,81,1,51,46,0
0,0,1,0,0,1,0,0,1,35,95,83,87,43,81,40,89,67,0
1,0,0,1,0,0,1,0,0,171,337,239,85,82,99,188,87,46,1
0,1,0,0,1,0,0,1,0,230,147,352,2,72,44,226,67,15,1
0,0,1,0,0,1,0,0,1,199,299,327,59,16,87,162,96,5,0
1,0,0,1,0,0,1,0,0,94,339,259,45,48,18,71,88,86,0
0,1,0,0,1,0,0,1,0,98,218,3,9,0,30,147,89,35,0
0,0,1,0,0,1,0,0,1,153,337,126,50,42,12,156,88,61,1
1,0,0,1,0,0,1,0,0,148,242,357,53,3,94,140,67,3,1
0,1,0,0,1,0,0,1,0,264,154,184,11,73,7,33,65,11,0
0,0,1,0,0,1,0,0,1,286,349,130,8,78,31,250,81,57,1
1,0,0,1,0,0,1,0,0,308,66,331,49,37,27,29,57,19,1
0,1,0,0,1,0,0,1,0,147,128,202,39,22,82,65,57,6,1
0,0,1,0,0,1,0,0,1,104,127,327,62,37,66,18,95,7,0
1,0,0,1,0,0,1,0,0,95,33,77,15,69,36,24,73,25,1
0,1,0,0,1,0,0,1,0,1,134,257,40,13,84,46,70,36,0
0,0,1,0,0,1,0,0,1,58,69,167,14,37,87,38,98,58,0
1,0,0,1,0,0,1,0,0,52,2,182,99,8,20,224,74,17,1
0,1,0,0,1,0,0,1,0,1,4,8,82,8,96,103,61,3,0
0,0,1,0,0,1,0,0,1,50,234,197,6,19,25,129,69,12,0
1,0,0,1,0,0,1,0,0,88,296,299,9,63,33,227,82,49,1
0,1,0,0,1,0,0,1,0,10,33,41,29,38,2,220,76,60,1
0,0,1,0,0,1,0,0,1,34,276,327,23,98,23,205,52,57,0
1,0,0,1,0,0,1,0,0,323,96,7,87,88,54,98,89,31,0
0,1,0,0,1,0,0,1,0,146,232,136,58,75,100,148,89,48,0
0,0,1,0,0,1,0,0,1,1,107,25,37,91,69,10,63,99,1
1,0,0,1,0,0,1,0,0,293,198,9,100,50,29,159,62,62,0
0,1,0,0,1,0,0,1,0,5,97,246,32,42,36,30,56,81,1
0,0,1,0,0,1,0,0,1,175,51,245,85,20,5,77,62,75,1
1,0,0,1,0,0,1,0,0,350,54,269,96,44,99,134,63,89,0
0,1,0,0,1,0,0,1,0,336,51,360,83,70,2,80,51,93,1
0,0,1,0,0,1,0,0,1,329,233,277,22,82,77,195,64,92,0
1,0,0,1,0,0,1,0,0,44,308,218,3,49,9,126,85,11,0
0,1,0,0,1,0,0,1,0,240,93,105,29,18,52,107,57,71,0
0,0,1,0,0,1,0,0,1,100,161,149,53,64,10,73,79,27,0
1,0,0,1,0,0,1,0,0,105,131,251,93,24,85,208,63,99,1
0,1,0,0,1,0,0,1,0,282,300,168,30,24,37,109,67,74,1
0,0,1,0,0,1,0,0,1,88,322,328,98,53,72,89,70,80,1
1,0,0,1,0,0,1,0,0,271,185,189,69,78,28,60,96,73,1
0,1,0,0,1,0,0,1,0,302,234,158,51,62,99,107,94,58,1
0,0,1,0,0,1,0,0,1,85,267,109,47,12,61,68,50,84,0
1,0,0,1,0,0,1,0,0,81,292,21,67,8,74,121,74,88,0
0,1,0,0,1,0,0,1,0,233,293,132,37,72,100,100,81,57,1
0,0,1,0,0,1,0,0,1,298,259,159,17,42,67,143,96,87,0
1,0,0,1,0,0,1,0,0,141,171,113,80,16,100,79,57,93,0
0,1,0,0,1,0,0,1,0,199,164,13,5,24,12,162,90,18,0
0,0,1,0,0,1,0,0,1,88,335,271,10,92,41,65,88,23,1
1,0,0,1,0,0,1,0,0,23,98,181,95,58,51,106,64,36,0
0,1,0,0,1,0,0,1,0,89,136,261,65,15,82,143,54,2,0
0,0,1,0,0,1,0,0,1,63,300,96,92,92,81,186,83,35,1
1,0,0,1,0,0,1,0,0,218,355,38,71,41,90,187,87,53,1
0,1,0,0,1,0,0,1,0,67,150,148,41,35,32,181,67,50,0
0,0,1,0,0,1,0,0,1,308,275,77,76,46,58,28,64,100,1
1,0,0,1,0,0,1,0,0,89,359,201,99,46,97,6,94,48,1
0,1,0,0,1,0,0,1,0,323,147,244,73,15,66,45,52,46,0
0,0,1,0,0,1,0,0,1,291,327,257,49,32,52,148,100,98,0
1,0,0,1,0,0,1,0,0,132,104,226,88,0,81,193,55,54,0
0,1,0,0,1,0,0,1,0,188,176,93,38,84,21,123,98,38,0
0,0,1,0,0,1,0,0,1,312,203,152,3,67,22,92,72,10,0
1,0,0,1,0,0,1,0,0,124,135,32,8,43,55,212,60,58,0
0,1,0,0,1,0,0,1,0,232,110,322,24,20,7,246,62,0,1
0,0,1,0,0,1,0,0,1,14,26,322,10,32,79,114,100,92,1
1,0,0,1,0,0,1,0,0,307,308,262,36,45,66,89,63,74,0
0,1,0,0,1,0,0,1,0,244,280,122,94,37,63,227,91,0,1
